--------- beginning of main
07-12 18:55:29.509  6885  6885 I zygote  : Late-enabling -Xcheck:jni
07-12 18:55:29.773  6885  6885 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<androidx.core.view.ViewCompat$2>: java.lang.NoClassDefFoundError: Failed resolution of: Landroid/view/View$OnUnhandledKeyEventListener;
07-12 19:03:52.156  6885  8336 D NearbyFragment: Received all summarised video segments of 20200312_194229
07-12 19:03:52.160  6885  8336 V FileManager: External storage is readable
07-12 19:03:52.160  6885  8336 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum/20200312_194229
07-12 19:03:52.162  6885  8336 D FfmpegTools: Merging /storage/emulated/0/Movies/summarised/20200312_194229.mp4
07-12 19:03:52.166  6885  8336 V FileManager: External storage is readable
07-12 19:03:52.166  6885  8336 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment/20200312_194229
07-12 19:03:52.182  6885  8336 I FfmpegTools: Running ffmpeg with:
07-12 19:03:52.182  6885  8336 I FfmpegTools:   -y -f concat -safe 0 -i /storage/emulated/0/Movies/segment/20200312_194229/paths.txt -c copy /storage/emulated/0/Movies/summarised/20200312_194229.mp4
07-12 19:03:52.455  6885  8336 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/summarised/20200312_194229.mp4
07-12 19:03:52.531  6885  8336 W FfmpegTools: Merged duration of 20200312_194229: 14.35
07-12 19:03:52.558  6885  8336 V VideoManager: Retrieving video from /storage/emulated/0/Movies/summarised/20200312_194229.mp4
07-12 19:03:52.570  6885  8336 V VideoManager: videoFromCursor
07-12 19:03:52.573  6885  8336 V SummarisedVideosEventHandler: onAdd
07-12 19:03:52.573  6885  8336 V RawFootageEventHandler: removeByName
07-12 19:03:52.574  6885  8336 V ProcessingVideosEventHandler: removeByName
07-12 19:03:52.575  6885  8336 V NearbyFragment: Removing video segment map for 20200312_194229
07-12 19:03:52.576  6885  8336 V ProcessingVideosEventHandler: onRemove
07-12 19:03:52.591  6885  8336 V SummariserIntentService: onHandleIntent
07-12 19:03:52.592  6885  8336 D SummariserIntentService: Video{id='1992', data='/storage/emulated/0/Movies/segment/20200312_194330/20200312_194330!001.mp4', name='20200312_194330!001.mp4', size=16898970, visible=true, mimeType='video/mp4'}
07-12 19:03:52.592  6885  8336 D SummariserIntentService: /storage/emulated/0/Movies/segment-sum/20200312_194330/20200312_194330!001.mp4
07-12 19:03:52.594  6885  8336 I FfmpegTools: Running ffmpeg with:
07-12 19:03:52.594  6885  8336 I FfmpegTools:   -y -i /storage/emulated/0/Movies/segment/20200312_194330/20200312_194330!001.mp4 -vf freezedetect=n=-45.000000dB:d=1.000000,metadata=mode=print:file=/storage/emulated/0/Movies/raw/20200312_194330!001.txt -f null -
07-12 19:03:52.896  6885  7254 W mobile-ffmpeg: [graph 0 input from stream 0:0 @ 0x94a5e900] sws_param option is deprecated and ignored
07-12 19:03:53.658  6885  6937 D SummariserIntentService: Scanned /storage/emulated/0/Movies/summarised
07-12 19:03:53.658  6885  6937 D SummariserIntentService:   -> uri=content://media/external/file/1858
07-12 19:03:57.269  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:03:57.338  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@8f9ffa9)
07-12 19:03:57.338  6885  6885 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_194730!000.mp4
07-12 19:03:57.340  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:03:57.355  6885  6885 V FileManager: External storage is readable
07-12 19:03:57.356  6885  6885 V FileManager: Created new directory: /storage/emulated/0/Movies/segment-sum/20200312_194730
07-12 19:03:57.357  6885  6885 D NearbyFragment: Summarising 20200312_194730!001.mp4
07-12 19:03:57.357  6885  6885 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194730/20200312_194730!001.mp4
07-12 19:03:57.364  6885  6885 V VideoManager: videoFromCursor
07-12 19:03:57.367  6885  6885 V ProcessingVideosEventHandler: onAdd
07-12 19:03:57.367  6885  6885 V RawFootageEventHandler: onRemove
07-12 19:03:57.383  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:03:59.827  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@d0b065c)
07-12 19:03:59.827  6885  6885 D NearbyFragment: 20200312_194730!000.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]} contained no activity
07-12 19:03:59.828  6885  6885 V NearbyFragment: Received a segment of 20200312_194730
07-12 19:03:59.828  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:03:59.830  6885  6885 W NearbyFragment: Sending 20200312_194730!002.mp4 to Galaxy S8 [2802]
07-12 19:03:59.849  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:03:59.869  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:04:03.051  6885  8336 W Summariser: No activity detected
07-12 19:04:03.054  6885  8336 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/segment/20200312_194330/20200312_194330!001.mp4
07-12 19:04:03.187  6885  8336 W Summariser: Summarisation completed
07-12 19:04:03.187  6885  8336 W Summariser:   filename: 20200312_194330!001.mp4
07-12 19:04:03.187  6885  8336 W Summariser:   active sections: 0
07-12 19:04:03.187  6885  8336 W Summariser:   time: 10.460s
07-12 19:04:03.187  6885  8336 W Summariser:   original duration: 16.01
07-12 19:04:03.187  6885  8336 W Summariser:   summarised duration: -1.00
07-12 19:04:03.187  6885  8336 W Summariser:   noise tolerance: 45.00
07-12 19:04:03.187  6885  8336 W Summariser:   quality: 23
07-12 19:04:03.187  6885  8336 W Summariser:   speed: medium
07-12 19:04:03.187  6885  8336 W Summariser:   freeze duration: 1.00
07-12 19:04:03.187  6885  8336 V NearbyFragment: Received a segment of 20200312_194330
07-12 19:04:03.188  6885  8336 V ProcessingVideosEventHandler: onRemove
07-12 19:04:03.195  6885  8336 V SummariserIntentService: onHandleIntent
07-12 19:04:03.196  6885  8336 D SummariserIntentService: Video{id='1994', data='/storage/emulated/0/Movies/segment/20200312_194330/20200312_194330!003.mp4', name='20200312_194330!003.mp4', size=12624666, visible=true, mimeType='video/mp4'}
07-12 19:04:03.196  6885  8336 D SummariserIntentService: /storage/emulated/0/Movies/segment-sum/20200312_194330/20200312_194330!003.mp4
07-12 19:04:03.200  6885  8336 I FfmpegTools: Running ffmpeg with:
07-12 19:04:03.200  6885  8336 I FfmpegTools:   -y -i /storage/emulated/0/Movies/segment/20200312_194330/20200312_194330!003.mp4 -vf freezedetect=n=-45.000000dB:d=1.000000,metadata=mode=print:file=/storage/emulated/0/Movies/raw/20200312_194330!003.txt -f null -
07-12 19:04:03.231  6885  6907 D SummariserIntentService: Scanned /storage/emulated/0/Movies/summarised
07-12 19:04:03.231  6885  6907 D SummariserIntentService:   -> uri=content://media/external/file/1858
07-12 19:04:03.388  6885  7254 W mobile-ffmpeg: [graph 0 input from stream 0:0 @ 0x94a75ce0] sws_param option is deprecated and ignored
07-12 19:04:09.335  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:04:09.413  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@6f0fae1)
07-12 19:04:09.413  6885  6885 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_194730!002.mp4
07-12 19:04:09.414  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:04:09.420  6885  6885 V FileManager: External storage is readable
07-12 19:04:09.420  6885  6885 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum/20200312_194730
07-12 19:04:09.421  6885  6885 D NearbyFragment: Summarising 20200312_194730!003.mp4
07-12 19:04:09.421  6885  6885 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194730/20200312_194730!003.mp4
07-12 19:04:09.429  6885  6885 V VideoManager: videoFromCursor
07-12 19:04:09.432  6885  6885 V ProcessingVideosEventHandler: onAdd
07-12 19:04:09.432  6885  6885 V RawFootageEventHandler: onRemove
07-12 19:04:09.449  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:04:10.836  6885  8336 W Summariser: No activity detected
07-12 19:04:10.838  6885  8336 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/segment/20200312_194330/20200312_194330!003.mp4
07-12 19:04:10.928  6885  8336 W Summariser: Summarisation completed
07-12 19:04:10.928  6885  8336 W Summariser:   filename: 20200312_194330!003.mp4
07-12 19:04:10.928  6885  8336 W Summariser:   active sections: 0
07-12 19:04:10.928  6885  8336 W Summariser:   time: 07.640s
07-12 19:04:10.928  6885  8336 W Summariser:   original duration: 12.01
07-12 19:04:10.928  6885  8336 W Summariser:   summarised duration: -1.00
07-12 19:04:10.928  6885  8336 W Summariser:   noise tolerance: 45.00
07-12 19:04:10.928  6885  8336 W Summariser:   quality: 23
07-12 19:04:10.928  6885  8336 W Summariser:   speed: medium
07-12 19:04:10.928  6885  8336 W Summariser:   freeze duration: 1.00
07-12 19:04:10.929  6885  8336 D NearbyFragment: Received all summarised video segments of 20200312_194330
07-12 19:04:10.933  6885  8336 V FileManager: External storage is readable
07-12 19:04:10.933  6885  8336 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum/20200312_194330
07-12 19:04:10.934  6885  8336 D FfmpegTools: Merging /storage/emulated/0/Movies/summarised/20200312_194330.mp4
07-12 19:04:10.935  6885  8336 D FfmpegTools: No split videos to merge
07-12 19:04:10.935  6885  8336 V RawFootageEventHandler: removeByName
07-12 19:04:10.936  6885  8336 V ProcessingVideosEventHandler: removeByName
07-12 19:04:10.937  6885  8336 V NearbyFragment: Removing video segment map for 20200312_194330
07-12 19:04:10.937  6885  8336 V ProcessingVideosEventHandler: onRemove
07-12 19:04:10.944  6885  8336 V SummariserIntentService: onHandleIntent
07-12 19:04:10.946  6885  8336 D SummariserIntentService: Video{id='1998', data='/storage/emulated/0/Movies/segment/20200312_194730/20200312_194730!001.mp4', name='20200312_194730!001.mp4', size=16934031, visible=true, mimeType='video/mp4'}
07-12 19:04:10.946  6885  8336 D SummariserIntentService: /storage/emulated/0/Movies/segment-sum/20200312_194730/20200312_194730!001.mp4
07-12 19:04:10.948  6885  8336 I FfmpegTools: Running ffmpeg with:
07-12 19:04:10.948  6885  8336 I FfmpegTools:   -y -i /storage/emulated/0/Movies/segment/20200312_194730/20200312_194730!001.mp4 -vf freezedetect=n=-45.000000dB:d=1.000000,metadata=mode=print:file=/storage/emulated/0/Movies/raw/20200312_194730!001.txt -f null -
07-12 19:04:11.013  6885  7977 D SummariserIntentService: Scanned /storage/emulated/0/Movies/summarised
07-12 19:04:11.013  6885  7977 D SummariserIntentService:   -> uri=content://media/external/file/1858
07-12 19:04:11.150  6885  7254 W mobile-ffmpeg: [graph 0 input from stream 0:0 @ 0x9456cd00] sws_param option is deprecated and ignored
07-12 19:04:11.785  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@e4e3c60)
07-12 19:04:11.785  6885  6885 D NearbyFragment: 20200312_194730!002.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]} contained no activity
07-12 19:04:11.786  6885  6885 V NearbyFragment: Received a segment of 20200312_194730
07-12 19:04:11.786  6885  6885 I NearbyFragment: Transfer queue is empty
07-12 19:04:11.796  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:04:16.427  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/raw/20200312_194830.mp4
07-12 19:04:16.444  6885  7213 D VideoManager: videoCursor is null
07-12 19:04:16.478  6885  7213 V VideoManager: videoFromCursor
07-12 19:04:16.480  6885  7213 W DashDownloadManager: Successfully downloaded 20200312_194830.mp4 in 26.361s
07-12 19:04:16.480  6885  7213 V DownloadTestVideosTask: Entering callback for download completion of 20200312_194830.mp4
07-12 19:04:16.481  6885  7213 V RawFootageEventHandler: onAdd
07-12 19:04:16.483  6885  7213 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/raw/20200312_194830.mp4
07-12 19:04:16.494  6885  7254 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x8f353a00] Found duplicated MOOV Atom. Skipped it
07-12 19:04:16.679  6885  7213 V FileManager: External storage is readable
07-12 19:04:16.681  6885  7213 V FileManager: Created new directory: /storage/emulated/0/Movies/segment/20200312_194830
07-12 19:04:16.681  6885  7213 V FfmpegTools: Splitting /storage/emulated/0/Movies/raw/20200312_194830.mp4 with 16s long segments
07-12 19:04:16.682  6885  7213 I FfmpegTools: Running ffmpeg with:
07-12 19:04:16.682  6885  7213 I FfmpegTools:   -y -i /storage/emulated/0/Movies/raw/20200312_194830.mp4 -map 0 -c copy -f segment -reset_timestamps 1 -segment_time 16 /storage/emulated/0/Movies/segment/20200312_194830/20200312_194830!%03d.mp4
07-12 19:04:16.713  6885  7254 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x8f14d800] Found duplicated MOOV Atom. Skipped it
07-12 19:04:17.921  6885  7213 V FileManager: External storage is readable
07-12 19:04:17.921  6885  7213 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment/20200312_194830
07-12 19:04:17.921  6885  7213 V VideoManager: Retrieving videos from /storage/emulated/0/Movies/segment/20200312_194830
07-12 19:04:17.924  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194830/20200312_194830!000.mp4
07-12 19:04:17.941  6885  7213 D VideoManager: videoCursor is null
07-12 19:04:18.180  6885  7213 V VideoManager: videoFromCursor
07-12 19:04:18.182  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194830/20200312_194830!001.mp4
07-12 19:04:18.189  6885  7213 D VideoManager: videoCursor is null
07-12 19:04:18.345  6885  7213 V VideoManager: videoFromCursor
07-12 19:04:18.347  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194830/20200312_194830!002.mp4
07-12 19:04:18.354  6885  7213 D VideoManager: videoCursor is null
07-12 19:04:18.579  6885  7213 V VideoManager: videoFromCursor
07-12 19:04:18.581  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194830/20200312_194830!003.mp4
07-12 19:04:18.588  6885  7213 D VideoManager: videoCursor is null
07-12 19:04:18.620  6885  7213 V VideoManager: videoFromCursor
07-12 19:04:18.623  6885  7213 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:04:18.626  6885  7213 W NearbyFragment: Sending 20200312_194830!000.mp4 to Galaxy S8 [2802]
07-12 19:04:18.661  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:04:19.631  6885  7213 V DownloadTestVideosTask: Starting DownloadTestVideosTask
07-12 19:04:19.638  6885  7213 V DashDownloadManager: Started downloading: 20200312_194930.mp4
07-12 19:04:21.479  6885  8336 W Summariser: No activity detected
07-12 19:04:21.481  6885  8336 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/segment/20200312_194730/20200312_194730!001.mp4
07-12 19:04:21.616  6885  8336 W Summariser: Summarisation completed
07-12 19:04:21.616  6885  8336 W Summariser:   filename: 20200312_194730!001.mp4
07-12 19:04:21.616  6885  8336 W Summariser:   active sections: 0
07-12 19:04:21.616  6885  8336 W Summariser:   time: 10.533s
07-12 19:04:21.616  6885  8336 W Summariser:   original duration: 16.02
07-12 19:04:21.616  6885  8336 W Summariser:   summarised duration: -1.00
07-12 19:04:21.616  6885  8336 W Summariser:   noise tolerance: 45.00
07-12 19:04:21.616  6885  8336 W Summariser:   quality: 23
07-12 19:04:21.616  6885  8336 W Summariser:   speed: medium
07-12 19:04:21.616  6885  8336 W Summariser:   freeze duration: 1.00
07-12 19:04:21.617  6885  8336 V NearbyFragment: Received a segment of 20200312_194730
07-12 19:04:21.618  6885  8336 V ProcessingVideosEventHandler: onRemove
07-12 19:04:21.627  6885  8336 V SummariserIntentService: onHandleIntent
07-12 19:04:21.629  6885  8336 D SummariserIntentService: Video{id='2000', data='/storage/emulated/0/Movies/segment/20200312_194730/20200312_194730!003.mp4', name='20200312_194730!003.mp4', size=12635242, visible=true, mimeType='video/mp4'}
07-12 19:04:21.629  6885  8336 D SummariserIntentService: /storage/emulated/0/Movies/segment-sum/20200312_194730/20200312_194730!003.mp4
07-12 19:04:21.633  6885  8336 I FfmpegTools: Running ffmpeg with:
07-12 19:04:21.633  6885  8336 I FfmpegTools:   -y -i /storage/emulated/0/Movies/segment/20200312_194730/20200312_194730!003.mp4 -vf freezedetect=n=-45.000000dB:d=1.000000,metadata=mode=print:file=/storage/emulated/0/Movies/raw/20200312_194730!003.txt -f null -
07-12 19:04:21.703  6885  7977 D SummariserIntentService: Scanned /storage/emulated/0/Movies/summarised
07-12 19:04:21.703  6885  7977 D SummariserIntentService:   -> uri=content://media/external/file/1858
07-12 19:04:21.904  6885  7254 W mobile-ffmpeg: [graph 0 input from stream 0:0 @ 0x95723060] sws_param option is deprecated and ignored
07-12 19:04:28.043  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:04:28.088  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@53c75ea)
07-12 19:04:28.088  6885  6885 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_194830!000.mp4
07-12 19:04:28.090  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:04:28.096  6885  6885 V FileManager: External storage is readable
07-12 19:04:28.327  6885  6885 V FileManager: Created new directory: /storage/emulated/0/Movies/segment-sum/20200312_194830
07-12 19:04:28.328  6885  6885 D NearbyFragment: Summarising 20200312_194830!001.mp4
07-12 19:04:28.328  6885  6885 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194830/20200312_194830!001.mp4
07-12 19:04:28.375  6885  6885 V VideoManager: videoFromCursor
07-12 19:04:28.378  6885  6885 V ProcessingVideosEventHandler: onAdd
07-12 19:04:28.379  6885  6885 V RawFootageEventHandler: onRemove
07-12 19:04:28.384  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:04:29.620  6885  8336 W Summariser: No activity detected
07-12 19:04:29.622  6885  8336 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/segment/20200312_194730/20200312_194730!003.mp4
07-12 19:04:29.711  6885  8336 W Summariser: Summarisation completed
07-12 19:04:29.711  6885  8336 W Summariser:   filename: 20200312_194730!003.mp4
07-12 19:04:29.711  6885  8336 W Summariser:   active sections: 0
07-12 19:04:29.711  6885  8336 W Summariser:   time: 07.991s
07-12 19:04:29.711  6885  8336 W Summariser:   original duration: 12.03
07-12 19:04:29.711  6885  8336 W Summariser:   summarised duration: -1.00
07-12 19:04:29.711  6885  8336 W Summariser:   noise tolerance: 45.00
07-12 19:04:29.711  6885  8336 W Summariser:   quality: 23
07-12 19:04:29.711  6885  8336 W Summariser:   speed: medium
07-12 19:04:29.711  6885  8336 W Summariser:   freeze duration: 1.00
07-12 19:04:29.711  6885  8336 D NearbyFragment: Received all summarised video segments of 20200312_194730
07-12 19:04:29.716  6885  8336 V FileManager: External storage is readable
07-12 19:04:29.716  6885  8336 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum/20200312_194730
07-12 19:04:29.718  6885  8336 D FfmpegTools: Merging /storage/emulated/0/Movies/summarised/20200312_194730.mp4
07-12 19:04:29.718  6885  8336 D FfmpegTools: No split videos to merge
07-12 19:04:29.719  6885  8336 V RawFootageEventHandler: removeByName
07-12 19:04:29.725  6885  8336 V ProcessingVideosEventHandler: removeByName
07-12 19:04:29.727  6885  8336 V NearbyFragment: Removing video segment map for 20200312_194730
07-12 19:04:29.728  6885  8336 V ProcessingVideosEventHandler: onRemove
07-12 19:04:29.741  6885  8336 V SummariserIntentService: onHandleIntent
07-12 19:04:29.743  6885  8336 D SummariserIntentService: Video{id='2005', data='/storage/emulated/0/Movies/segment/20200312_194830/20200312_194830!001.mp4', name='20200312_194830!001.mp4', size=16986763, visible=true, mimeType='video/mp4'}
07-12 19:04:29.743  6885  8336 D SummariserIntentService: /storage/emulated/0/Movies/segment-sum/20200312_194830/20200312_194830!001.mp4
07-12 19:04:29.746  6885  8336 I FfmpegTools: Running ffmpeg with:
07-12 19:04:29.746  6885  8336 I FfmpegTools:   -y -i /storage/emulated/0/Movies/segment/20200312_194830/20200312_194830!001.mp4 -vf freezedetect=n=-45.000000dB:d=1.000000,metadata=mode=print:file=/storage/emulated/0/Movies/raw/20200312_194830!001.txt -f null -
07-12 19:04:29.771  6885  7977 D SummariserIntentService: Scanned /storage/emulated/0/Movies/summarised
07-12 19:04:29.771  6885  7977 D SummariserIntentService:   -> uri=content://media/external/file/1858
07-12 19:04:29.943  6885  7254 W mobile-ffmpeg: [graph 0 input from stream 0:0 @ 0x957256a0] sws_param option is deprecated and ignored
07-12 19:04:35.526  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@a888e8d)
07-12 19:04:35.527  6885  6885 V NearbyFragment: Started downloading 20200312_194830!000.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]}
07-12 19:04:35.528  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:04:35.530  6885  6885 W NearbyFragment: Sending 20200312_194830!002.mp4 to Galaxy S8 [2802]
07-12 19:04:35.588  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:04:35.599  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:04:35.803  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@d197d90)
07-12 19:04:36.215  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:04:36.216  6885  6885 W NearbyFragment: Completed downloading 20200312_194830!000.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]} in 00.688s
07-12 19:04:36.223  6885  6885 V FileManager: External storage is readable
07-12 19:04:36.224  6885  6885 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum/20200312_194830
07-12 19:04:36.325  6885  6885 V NearbyFragment: Received a segment of 20200312_194830
07-12 19:04:42.280  6885  8336 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/segment/20200312_194830/20200312_194830!001.mp4
07-12 19:04:42.427  6885  8336 W Summariser: 2 active sections found
07-12 19:04:42.429  6885  8336 I FfmpegTools: Running ffmpeg with:
07-12 19:04:42.429  6885  8336 I FfmpegTools:   -y -i /storage/emulated/0/Movies/segment/20200312_194830/20200312_194830!001.mp4 -filter_complex [0:v]trim=0.000000:6.405000,setpts=PTS-STARTPTS[v0];[0:a]atrim=0.000000:6.405000,asetpts=PTS-STARTPTS[a0];[0:v]trim=14.379000:16.010000,setpts=PTS-STARTPTS[v1];[0:a]atrim=14.379000:16.010000,asetpts=PTS-STARTPTS[a1];[v0][a0][v1][a1]concat=n=2:v=1:a=1[outv][outa] -map [outv] -map [outa] -crf 23 -preset medium /storage/emulated/0/Movies/segment-sum/20200312_194830/20200312_194830!001.mp4
07-12 19:04:42.666  6885  7254 W mobile-ffmpeg: [graph 0 input from stream 0:0 @ 0x9556bd60] sws_param option is deprecated and ignored
07-12 19:04:42.666  6885  7254 W mobile-ffmpeg: [graph 0 input from stream 0:0 @ 0x9556be80] sws_param option is deprecated and ignored
07-12 19:04:42.722  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:04:42.826  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@57c8689)
07-12 19:04:42.826  6885  6885 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_194830!002.mp4
07-12 19:04:42.827  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:04:42.832  6885  6885 V FileManager: External storage is readable
07-12 19:04:42.833  6885  6885 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum/20200312_194830
07-12 19:04:42.833  6885  6885 D NearbyFragment: Summarising 20200312_194830!003.mp4
07-12 19:04:42.833  6885  6885 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194830/20200312_194830!003.mp4
07-12 19:04:42.844  6885  6885 V VideoManager: videoFromCursor
07-12 19:04:42.847  6885  6885 V ProcessingVideosEventHandler: onAdd
07-12 19:04:42.848  6885  6885 V RawFootageEventHandler: onRemove
07-12 19:04:42.883  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:04:45.181  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/raw/20200312_194930.mp4
07-12 19:04:45.197  6885  7213 D VideoManager: videoCursor is null
07-12 19:04:45.257  6885  7213 V VideoManager: videoFromCursor
07-12 19:04:45.259  6885  7213 W DashDownloadManager: Successfully downloaded 20200312_194930.mp4 in 25.541s
07-12 19:04:45.259  6885  7213 V DownloadTestVideosTask: Entering callback for download completion of 20200312_194930.mp4
07-12 19:04:45.261  6885  7213 V RawFootageEventHandler: onAdd
07-12 19:04:45.263  6885  7213 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/raw/20200312_194930.mp4
07-12 19:04:45.294  6885  7254 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0xa700de00] Found duplicated MOOV Atom. Skipped it
07-12 19:04:45.462  6885  7213 V FileManager: External storage is readable
07-12 19:04:45.463  6885  7213 V FileManager: Created new directory: /storage/emulated/0/Movies/segment/20200312_194930
07-12 19:04:45.464  6885  7213 V FfmpegTools: Splitting /storage/emulated/0/Movies/raw/20200312_194930.mp4 with 16s long segments
07-12 19:04:45.465  6885  7213 I FfmpegTools: Running ffmpeg with:
07-12 19:04:45.465  6885  7213 I FfmpegTools:   -y -i /storage/emulated/0/Movies/raw/20200312_194930.mp4 -map 0 -c copy -f segment -reset_timestamps 1 -segment_time 16 /storage/emulated/0/Movies/segment/20200312_194930/20200312_194930!%03d.mp4
07-12 19:04:45.491  6885  7254 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x8f1e9400] Found duplicated MOOV Atom. Skipped it
07-12 19:04:47.070  6885  7213 V FileManager: External storage is readable
07-12 19:04:47.071  6885  7213 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment/20200312_194930
07-12 19:04:47.072  6885  7213 V VideoManager: Retrieving videos from /storage/emulated/0/Movies/segment/20200312_194930
07-12 19:04:47.075  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194930/20200312_194930!000.mp4
07-12 19:04:47.089  6885  7213 D VideoManager: videoCursor is null
07-12 19:04:47.183  6885  7213 V VideoManager: videoFromCursor
